id,previous_reading,current_reading,excess_consumption,total_consumed,finished_at,period_id,water_meter_id,code,created_at,created_by_id,operator_id,status,updated_at,updated_by_id
3803,2545,2568,13,23,2023-05-02 13:37:04.485931 +00:00,21,457,LE-01720,2023-05-02 05:39:02.015803 +00:00,1,1,F,2023-05-02 13:37:04.419471 +00:00,3
3804,106,120,4,14,2023-05-02 13:35:56.311233 +00:00,21,439,LE-01721,2023-05-02 05:39:02.023617 +00:00,1,1,F,2023-05-02 13:35:56.216878 +00:00,3
3805,1172,1173,0,1,2023-05-02 13:33:41.686187 +00:00,21,458,LE-01722,2023-05-02 05:39:02.031370 +00:00,1,1,F,2023-05-02 13:33:41.601577 +00:00,3
3806,3817,3831,4,14,2023-05-02 13:32:01.937193 +00:00,21,628,LE-01723,2023-05-02 05:39:02.039062 +00:00,1,1,F,2023-05-02 13:32:01.851941 +00:00,3
3807,1119,1122,0,3,2023-05-02 13:29:06.928531 +00:00,21,534,LE-01724,2023-05-02 05:39:02.046824 +00:00,1,1,F,2023-05-02 13:29:06.871753 +00:00,3
3808,4474,4481,0,7,2023-05-02 13:27:40.514450 +00:00,21,627,LE-01725,2023-05-02 05:39:02.054713 +00:00,1,1,F,2023-05-02 13:27:40.457418 +00:00,3
3809,299,318,9,19,2023-05-02 13:24:52.447417 +00:00,21,414,LE-01726,2023-05-02 05:39:02.062767 +00:00,1,1,F,2023-05-02 13:24:52.389229 +00:00,3
3810,1181,1193,2,12,2023-05-02 13:23:47.671088 +00:00,21,365,LE-01727,2023-05-02 05:39:02.070861 +00:00,1,1,F,2023-05-02 13:23:47.594677 +00:00,3
3811,2728,2728,0,0,2023-05-02 13:22:22.168298 +00:00,21,623,LE-01728,2023-05-02 05:39:02.079097 +00:00,1,1,F,2023-05-02 13:22:22.106218 +00:00,3
3812,2003,2014,1,11,2023-05-09 13:24:50.685516 +00:00,21,441,LE-01729,2023-05-02 05:39:02.087155 +00:00,1,1,F,2023-05-09 13:24:50.632358 +00:00,3
3813,699,699,0,0,2023-05-02 13:21:05.161025 +00:00,21,367,LE-01730,2023-05-02 05:39:02.095180 +00:00,1,1,F,2023-05-02 13:21:04.992622 +00:00,3
3814,3059,3071,2,12,2023-05-02 13:20:14.257523 +00:00,21,364,LE-01731,2023-05-02 05:39:02.103336 +00:00,1,1,F,2023-05-02 13:20:14.196639 +00:00,3
3815,181,181,0,0,2023-05-02 13:18:12.227231 +00:00,21,624,LE-01732,2023-05-02 05:39:02.111495 +00:00,1,1,F,2023-05-02 13:18:12.164463 +00:00,3
3816,1362,1363,0,1,2023-05-02 13:15:36.195556 +00:00,21,529,LE-01733,2023-05-02 05:39:02.119629 +00:00,1,1,F,2023-05-02 13:15:36.119254 +00:00,3
3817,3179,3189,0,10,2023-05-02 11:42:05.309719 +00:00,21,347,LE-01734,2023-05-02 05:39:02.127714 +00:00,1,1,F,2023-05-02 11:42:05.205083 +00:00,3
3818,4956,4967,1,11,2023-05-02 12:28:42.765609 +00:00,21,626,LE-01735,2023-05-02 05:39:02.135945 +00:00,1,1,F,2023-05-02 12:28:42.649269 +00:00,3
3819,2014,2025,1,11,2023-06-01 14:06:20.699939 +00:00,24,441,LE-01736,2023-06-01 02:54:41.859441 +00:00,1,1,F,2023-06-01 14:06:20.617033 +00:00,3
3820,1930,1949,9,19,2023-06-05 14:35:21.951811 +00:00,24,454,LE-01737,2023-06-01 02:54:42.059983 +00:00,1,1,F,2023-06-05 14:35:21.888122 +00:00,3
3821,92,94,0,2,2023-06-01 16:42:39.471188 +00:00,24,437,LE-01738,2023-06-01 02:54:42.081141 +00:00,1,1,F,2023-06-01 16:42:39.396160 +00:00,3
3822,609,632,13,23,2023-06-02 17:48:41.514553 +00:00,24,374,LE-01739,2023-06-01 02:54:42.089746 +00:00,1,1,F,2023-06-02 17:48:41.462310 +00:00,3
3823,2738,2750,2,12,2023-06-06 15:43:01.703279 +00:00,24,663,LE-01740,2023-06-01 02:54:42.099974 +00:00,1,1,F,2023-06-06 15:43:01.605541 +00:00,3
3824,821,831,0,10,2023-06-02 13:54:24.153304 +00:00,24,692,LE-01741,2023-06-01 02:54:42.109818 +00:00,1,1,F,2023-06-02 13:54:24.015485 +00:00,3
3825,235,235,0,0,2023-06-02 21:55:30.044730 +00:00,24,688,LE-01742,2023-06-01 02:54:42.119996 +00:00,1,1,F,2023-06-02 21:55:29.963078 +00:00,3
3826,7336,7347,0,11,2023-06-02 21:54:07.489072 +00:00,24,516,LE-01743,2023-06-01 02:54:42.129362 +00:00,1,1,F,2023-06-02 21:54:07.431826 +00:00,3
3827,1933,1933,0,0,2023-06-02 21:51:52.006425 +00:00,24,517,LE-01744,2023-06-01 02:54:42.142125 +00:00,1,1,F,2023-06-02 21:51:51.949848 +00:00,3
3828,261,261,0,0,2023-06-02 21:50:08.314402 +00:00,24,515,LE-01745,2023-06-01 02:54:42.151682 +00:00,1,1,F,2023-06-02 21:50:08.257434 +00:00,3
3829,815,818,0,3,2023-06-02 21:49:25.181482 +00:00,24,677,LE-01746,2023-06-01 02:54:42.161401 +00:00,1,1,F,2023-06-02 21:49:25.043304 +00:00,3
3830,3424,3424,0,0,2023-06-02 21:48:01.208967 +00:00,24,518,LE-01747,2023-06-01 02:54:42.171777 +00:00,1,1,F,2023-06-02 21:48:01.064360 +00:00,3
3831,1230,1240,0,10,2023-06-02 21:40:37.105657 +00:00,24,683,LE-01748,2023-06-01 02:54:42.180957 +00:00,1,1,F,2023-06-02 21:40:37.024839 +00:00,3
3832,1417,1417,0,0,2023-06-02 22:02:32.114212 +00:00,24,357,LE-01749,2023-06-01 02:54:42.190599 +00:00,1,1,F,2023-06-02 22:02:32.037085 +00:00,3
3833,3570,3580,0,10,2023-06-02 22:04:32.232263 +00:00,24,519,LE-01750,2023-06-01 02:54:42.199717 +00:00,1,1,F,2023-06-02 22:04:32.164399 +00:00,3
3834,5815,5822,0,7,2023-06-02 21:37:54.257597 +00:00,24,521,LE-01751,2023-06-01 02:54:42.208766 +00:00,1,1,F,2023-06-02 21:37:54.191204 +00:00,3
3835,925,925,0,0,2023-06-02 21:36:11.719503 +00:00,24,520,LE-01752,2023-06-01 02:54:42.220110 +00:00,1,1,F,2023-06-02 21:36:11.666254 +00:00,3
3836,735,742,0,7,2023-06-02 22:09:36.655997 +00:00,24,399,LE-01753,2023-06-01 02:54:42.229754 +00:00,1,1,F,2023-06-02 22:09:36.528246 +00:00,3
3837,534,541,0,7,2023-06-02 22:08:20.332057 +00:00,24,394,LE-01754,2023-06-01 02:54:42.240793 +00:00,1,1,F,2023-06-02 22:08:20.272159 +00:00,3
3838,1392,1402,0,10,2023-06-02 21:34:13.181937 +00:00,24,443,LE-01755,2023-06-01 02:54:42.249365 +00:00,1,1,F,2023-06-02 21:34:13.070845 +00:00,3
3839,2225,2236,1,11,2023-06-02 21:32:17.438318 +00:00,24,482,LE-01756,2023-06-01 02:54:42.261244 +00:00,1,1,F,2023-06-02 21:32:17.342951 +00:00,3
3840,139,156,7,17,2023-06-02 21:30:39.348876 +00:00,24,431,LE-01757,2023-06-01 02:54:42.272124 +00:00,1,1,F,2023-06-02 21:30:39.175544 +00:00,3
3841,3735,3741,0,6,2023-06-02 21:29:14.473430 +00:00,24,483,LE-01758,2023-06-01 02:54:42.281565 +00:00,1,1,F,2023-06-02 21:29:14.387884 +00:00,3
3842,4211,4215,0,4,2023-06-02 21:28:24.161105 +00:00,24,484,LE-01759,2023-06-01 02:54:42.289407 +00:00,1,1,F,2023-06-02 21:28:24.096094 +00:00,3
3843,5548,5572,14,24,2023-06-02 21:22:49.314103 +00:00,24,485,LE-01760,2023-06-01 02:54:42.297632 +00:00,1,1,F,2023-06-02 21:22:49.252820 +00:00,3
3844,3353,3362,0,9,2023-06-02 21:24:41.056886 +00:00,24,486,LE-01761,2023-06-01 02:54:42.305862 +00:00,1,1,F,2023-06-02 21:24:40.986696 +00:00,3
3845,404,409,0,5,2023-06-02 21:21:22.707349 +00:00,24,369,LE-01762,2023-06-01 02:54:42.316243 +00:00,1,1,F,2023-06-02 21:21:22.648694 +00:00,3
3846,5097,5122,15,25,2023-06-02 21:20:12.669363 +00:00,24,481,LE-01763,2023-06-01 02:54:42.325341 +00:00,1,1,F,2023-06-02 21:20:12.591243 +00:00,3
3847,108,108,0,0,2023-06-02 21:19:06.251447 +00:00,24,575,LE-01764,2023-06-01 02:54:42.334588 +00:00,1,1,F,2023-06-02 21:19:06.194429 +00:00,3
3848,565,574,0,9,2023-06-02 18:18:42.235245 +00:00,24,377,LE-01765,2023-06-01 02:54:42.342952 +00:00,1,1,F,2023-06-02 18:18:42.176636 +00:00,3
3849,3106,3111,0,5,2023-06-02 18:18:07.618695 +00:00,24,479,LE-01766,2023-06-01 02:54:42.362144 +00:00,1,1,F,2023-06-02 18:18:07.555694 +00:00,3
3850,1903,1917,4,14,2023-06-02 18:17:30.234701 +00:00,24,356,LE-01767,2023-06-01 02:54:42.373842 +00:00,1,1,F,2023-06-02 18:17:30.155996 +00:00,3
3851,1692,1692,0,0,2023-06-02 18:16:57.213257 +00:00,24,442,LE-01768,2023-06-01 02:54:42.383414 +00:00,1,1,F,2023-06-02 18:16:57.135391 +00:00,3
3852,269,269,0,0,2023-06-02 18:11:07.363849 +00:00,24,348,LE-01769,2023-06-01 02:54:42.391369 +00:00,1,1,F,2023-06-02 18:11:07.311311 +00:00,3
3853,947,947,0,0,2023-06-02 18:10:36.046704 +00:00,24,398,LE-01770,2023-06-01 02:54:42.399381 +00:00,1,1,F,2023-06-02 18:10:36.003947 +00:00,3
3854,486,516,20,30,2023-06-02 18:07:58.272884 +00:00,24,423,LE-01771,2023-06-01 02:54:42.408885 +00:00,1,1,F,2023-06-02 18:07:58.216164 +00:00,3
3855,5325,5337,2,12,2023-06-02 18:05:56.877001 +00:00,24,634,LE-01772,2023-06-01 02:54:42.418247 +00:00,1,1,F,2023-06-02 18:05:56.826836 +00:00,3
3856,629,639,0,10,2023-06-02 18:03:58.672824 +00:00,24,630,LE-01773,2023-06-01 02:54:42.427371 +00:00,1,1,F,2023-06-02 18:03:58.606843 +00:00,3
3857,2415,2430,5,15,2023-06-02 18:01:30.070567 +00:00,24,629,LE-01774,2023-06-01 02:54:42.435728 +00:00,1,1,F,2023-06-02 18:01:29.972096 +00:00,3
3858,1758,1768,0,10,2023-06-02 17:59:54.290479 +00:00,24,476,LE-01775,2023-06-01 02:54:42.443532 +00:00,1,1,F,2023-06-02 17:59:54.220554 +00:00,3
3859,697,700,0,3,2023-06-02 17:58:45.780728 +00:00,24,352,LE-01776,2023-06-01 02:54:42.454761 +00:00,1,1,F,2023-06-02 17:58:45.709803 +00:00,3
3860,49,53,0,4,2023-06-02 17:57:04.466237 +00:00,24,434,LE-01777,2023-06-01 02:54:42.463155 +00:00,1,1,F,2023-06-02 17:57:04.385286 +00:00,3
3861,163,167,0,4,2023-06-02 17:55:16.651532 +00:00,24,620,LE-01778,2023-06-01 02:54:42.473786 +00:00,1,1,F,2023-06-02 17:55:16.584171 +00:00,3
3862,1226,1226,0,0,2023-06-02 17:53:49.750515 +00:00,24,475,LE-01779,2023-06-01 02:54:42.490918 +00:00,1,1,F,2023-06-02 17:53:49.681288 +00:00,3
3863,397,402,0,5,2023-06-02 17:51:52.948196 +00:00,24,391,LE-01780,2023-06-01 02:54:42.499180 +00:00,1,1,F,2023-06-02 17:51:52.892696 +00:00,3
3864,380,383,0,3,2023-06-02 17:47:09.787075 +00:00,24,407,LE-01781,2023-06-01 02:54:42.510285 +00:00,1,1,F,2023-06-02 17:47:09.732555 +00:00,3
3865,1815,1827,2,12,2023-06-02 17:46:39.998556 +00:00,24,619,LE-01782,2023-06-01 02:54:42.521085 +00:00,1,1,F,2023-06-02 17:46:39.919932 +00:00,3
3866,4422,4440,8,18,2023-06-02 17:43:26.692440 +00:00,24,496,LE-01783,2023-06-01 02:54:42.530589 +00:00,1,1,F,2023-06-02 17:43:26.643715 +00:00,3
3867,67,67,0,0,2023-06-02 17:42:06.652358 +00:00,24,418,LE-01784,2023-06-01 02:54:42.546148 +00:00,1,1,F,2023-06-02 17:42:06.539723 +00:00,3
3868,43,43,0,0,2023-06-02 17:40:44.461669 +00:00,24,419,LE-01785,2023-06-01 02:54:42.565908 +00:00,1,1,F,2023-06-02 17:40:44.411223 +00:00,3
3869,1008,1008,0,0,2023-06-02 17:40:06.517004 +00:00,24,618,LE-01786,2023-06-01 02:54:42.587552 +00:00,1,1,F,2023-06-02 17:40:06.457984 +00:00,3
3870,55,55,0,0,2023-06-02 17:39:30.633532 +00:00,24,415,LE-01787,2023-06-01 02:54:42.596733 +00:00,1,1,F,2023-06-02 17:39:30.546287 +00:00,3
3871,894,895,0,1,2023-06-02 17:37:10.152362 +00:00,24,617,LE-01788,2023-06-01 02:54:42.624844 +00:00,1,1,F,2023-06-02 17:37:10.077807 +00:00,3
3872,197,197,0,0,2023-06-02 17:35:16.926386 +00:00,24,622,LE-01789,2023-06-01 02:54:42.643830 +00:00,1,1,F,2023-06-02 17:35:16.879172 +00:00,3
3873,533,542,0,9,2023-06-02 17:33:58.522804 +00:00,24,404,LE-01790,2023-06-01 02:54:42.669461 +00:00,1,1,F,2023-06-02 17:33:58.426675 +00:00,3
3874,1722,1737,5,15,2023-06-02 17:33:14.452401 +00:00,24,477,LE-01791,2023-06-01 02:54:42.695377 +00:00,1,1,F,2023-06-02 17:33:14.394724 +00:00,3
3875,3194,3209,5,15,2023-06-02 17:31:50.149051 +00:00,24,478,LE-01792,2023-06-01 02:54:42.708420 +00:00,1,1,F,2023-06-02 17:31:50.070102 +00:00,3
3876,2514,2526,2,12,2023-06-02 17:30:31.993491 +00:00,24,522,LE-01793,2023-06-01 02:54:42.719781 +00:00,1,1,F,2023-06-02 17:30:31.927294 +00:00,3
3877,117,123,0,6,2023-06-02 17:27:50.735584 +00:00,24,401,LE-01794,2023-06-01 02:54:42.729035 +00:00,1,1,F,2023-06-02 17:27:50.651012 +00:00,3
3878,428,428,0,0,2023-06-02 17:25:10.093746 +00:00,24,616,LE-01795,2023-06-01 02:54:42.737383 +00:00,1,1,F,2023-06-02 17:25:10.034994 +00:00,3
3879,1003,1008,0,5,2023-06-02 17:26:03.067862 +00:00,24,615,LE-01796,2023-06-01 02:54:42.745915 +00:00,1,1,F,2023-06-02 17:26:02.994448 +00:00,3
3880,239,239,0,0,2023-06-02 17:24:33.768116 +00:00,24,375,LE-01797,2023-06-01 02:54:42.755564 +00:00,1,1,F,2023-06-02 17:24:33.647473 +00:00,3
3881,1192,1192,0,0,2023-06-02 17:22:20.644283 +00:00,24,621,LE-01798,2023-06-01 02:54:42.777215 +00:00,1,1,F,2023-06-02 17:22:20.507724 +00:00,3
3882,62,62,0,0,2023-06-02 17:20:54.288318 +00:00,24,430,LE-01799,2023-06-01 02:54:42.789606 +00:00,1,1,F,2023-06-02 17:20:54.220918 +00:00,3
3883,2202,2202,0,0,2023-06-02 17:19:08.261875 +00:00,24,480,LE-01800,2023-06-01 02:54:42.797211 +00:00,1,1,F,2023-06-02 17:19:08.206603 +00:00,3
3884,2493,2505,2,12,2023-06-02 17:18:05.647459 +00:00,24,633,LE-01801,2023-06-01 02:54:42.806926 +00:00,1,1,F,2023-06-02 17:18:05.570335 +00:00,3
3885,1020,1051,21,31,2023-06-02 17:15:55.013715 +00:00,24,383,LE-01802,2023-06-01 02:54:42.818122 +00:00,1,1,F,2023-06-02 17:15:54.957967 +00:00,3
3886,989,989,0,0,2023-06-02 17:14:53.304496 +00:00,24,632,LE-01803,2023-06-01 02:54:42.831193 +00:00,1,1,F,2023-06-02 17:14:53.242794 +00:00,3
3887,1378,1395,7,17,2023-06-02 17:13:49.676003 +00:00,24,358,LE-01804,2023-06-01 02:54:42.840811 +00:00,1,1,F,2023-06-02 17:13:49.614076 +00:00,3
3888,248,248,0,0,2023-06-02 17:12:48.972554 +00:00,24,474,LE-01805,2023-06-01 02:54:42.851009 +00:00,1,1,F,2023-06-02 17:12:48.920456 +00:00,3
3889,3999,4010,1,11,2023-06-02 17:11:26.917426 +00:00,24,566,LE-01806,2023-06-01 02:54:42.865566 +00:00,1,1,F,2023-06-02 17:11:26.840955 +00:00,3
3890,1,1,0,0,2023-06-02 17:10:38.490948 +00:00,24,410,LE-01807,2023-06-01 02:54:42.877639 +00:00,1,1,F,2023-06-02 17:10:38.438610 +00:00,3
3891,9093,9094,0,1,2023-06-02 17:10:23.056735 +00:00,24,565,LE-01808,2023-06-01 02:54:42.887473 +00:00,1,1,F,2023-06-02 17:10:22.999369 +00:00,3
3892,2459,2467,0,8,2023-06-02 17:09:24.850122 +00:00,24,610,LE-01809,2023-06-01 02:54:42.897296 +00:00,1,1,F,2023-06-02 17:09:24.795534 +00:00,3
3893,4835,4835,0,0,2023-06-02 17:07:50.782314 +00:00,24,609,LE-01810,2023-06-01 02:54:42.916781 +00:00,1,1,F,2023-06-02 17:07:50.672044 +00:00,3
3894,2389,2393,0,4,2023-06-02 17:07:02.359050 +00:00,24,612,LE-01811,2023-06-01 02:54:42.931878 +00:00,1,1,F,2023-06-02 17:07:02.290117 +00:00,3
3895,4936,4957,11,21,2023-06-02 17:06:07.533159 +00:00,24,614,LE-01812,2023-06-01 02:54:42.940016 +00:00,1,1,F,2023-06-02 17:06:07.472657 +00:00,3
3896,4258,4263,0,5,2023-06-02 17:04:32.027540 +00:00,24,613,LE-01813,2023-06-01 02:54:42.964331 +00:00,1,1,F,2023-06-02 17:04:31.957746 +00:00,3
3897,437,454,7,17,2023-06-02 17:02:43.875239 +00:00,24,382,LE-01814,2023-06-01 02:54:42.985810 +00:00,1,1,F,2023-06-02 17:02:43.807038 +00:00,3
3898,1812,1826,4,14,2023-06-02 17:01:13.733952 +00:00,24,447,LE-01815,2023-06-01 02:54:43.005143 +00:00,1,1,F,2023-06-02 17:01:13.638779 +00:00,3
3899,2622,2622,0,0,2023-06-02 17:00:14.823750 +00:00,24,567,LE-01816,2023-06-01 02:54:43.031844 +00:00,1,1,F,2023-06-02 17:00:14.761196 +00:00,3
3900,1348,1367,9,19,2023-06-02 16:59:28.816911 +00:00,24,563,LE-01817,2023-06-01 02:54:43.055775 +00:00,1,1,F,2023-06-02 16:59:28.756430 +00:00,3
3901,200,201,0,1,2023-06-02 16:56:51.386713 +00:00,24,390,LE-01818,2023-06-01 02:54:43.075284 +00:00,1,1,F,2023-06-02 16:56:51.259116 +00:00,3
3902,623,631,0,8,2023-06-02 16:56:12.754577 +00:00,24,385,LE-01819,2023-06-01 02:54:43.083869 +00:00,1,1,F,2023-06-02 16:56:12.679093 +00:00,3
3903,3555,3564,0,9,2023-06-02 16:55:28.025469 +00:00,24,606,LE-01820,2023-06-01 02:54:43.091127 +00:00,1,1,F,2023-06-02 16:55:27.958276 +00:00,3
3904,175,181,0,6,2023-06-02 16:58:06.310424 +00:00,24,608,LE-01821,2023-06-01 02:54:43.098459 +00:00,1,1,F,2023-06-02 16:58:06.242787 +00:00,3
3905,719,723,0,4,2023-06-02 16:54:10.325287 +00:00,24,360,LE-01822,2023-06-01 02:54:43.105588 +00:00,1,1,F,2023-06-02 16:54:10.213927 +00:00,3
3906,2137,2160,13,23,2023-06-02 16:51:08.938310 +00:00,24,679,LE-01823,2023-06-01 02:54:43.112670 +00:00,1,1,F,2023-06-02 16:51:08.887985 +00:00,3
3907,1004,1020,6,16,2023-06-02 16:50:12.029592 +00:00,24,392,LE-01824,2023-06-01 02:54:43.119807 +00:00,1,1,F,2023-06-02 16:50:11.960491 +00:00,3
3908,1756,1775,9,19,2023-06-02 16:48:45.354452 +00:00,24,446,LE-01825,2023-06-01 02:54:43.127124 +00:00,1,1,F,2023-06-02 16:48:45.226523 +00:00,3
3909,1030,1032,0,2,2023-06-02 16:47:39.170399 +00:00,24,603,LE-01826,2023-06-01 02:54:43.134408 +00:00,1,1,F,2023-06-02 16:47:39.118713 +00:00,3
3910,3140,3147,0,7,2023-06-02 16:46:34.794497 +00:00,24,602,LE-01827,2023-06-01 02:54:43.141766 +00:00,1,1,F,2023-06-02 16:46:34.723864 +00:00,3
3911,222,223,0,1,2023-06-02 16:45:32.593727 +00:00,24,604,LE-01828,2023-06-01 02:54:43.149001 +00:00,1,1,F,2023-06-02 16:45:32.541608 +00:00,3
3912,987,989,0,2,2023-06-02 16:44:56.446497 +00:00,24,605,LE-01829,2023-06-01 02:54:43.156225 +00:00,1,1,F,2023-06-02 16:44:56.389494 +00:00,3
3913,4265,4275,0,10,2023-06-02 16:44:00.633195 +00:00,24,595,LE-01830,2023-06-01 02:54:43.163473 +00:00,1,1,F,2023-06-02 16:44:00.579278 +00:00,3
3914,515,515,0,0,2023-06-02 16:43:11.640528 +00:00,24,594,LE-01831,2023-06-01 02:54:43.170891 +00:00,1,1,F,2023-06-02 16:43:11.568182 +00:00,3
3915,7423,7459,26,36,2023-06-02 16:40:23.111440 +00:00,24,607,LE-01832,2023-06-01 02:54:43.178164 +00:00,1,1,F,2023-06-02 16:40:23.049266 +00:00,3
3916,141,144,0,3,2023-06-02 16:39:29.719300 +00:00,24,406,LE-01833,2023-06-01 02:54:43.185484 +00:00,1,1,F,2023-06-02 16:39:29.661199 +00:00,3
3917,5131,5149,8,18,2023-06-02 16:37:44.298058 +00:00,24,601,LE-01834,2023-06-01 02:54:43.192754 +00:00,1,1,F,2023-06-02 16:37:44.236473 +00:00,3
3918,3193,3208,5,15,2023-06-02 16:36:50.963441 +00:00,24,596,LE-01835,2023-06-01 02:54:43.200067 +00:00,1,1,F,2023-06-02 16:36:50.910819 +00:00,3
3919,1610,1632,12,22,2023-06-02 16:36:08.541705 +00:00,24,599,LE-01836,2023-06-01 02:54:43.206825 +00:00,1,1,F,2023-06-02 16:36:08.496459 +00:00,3
3920,1918,1918,0,0,2023-06-02 16:34:44.123967 +00:00,24,569,LE-01837,2023-06-01 02:54:43.214072 +00:00,1,1,F,2023-06-02 16:34:44.059964 +00:00,3
3921,102,110,0,8,2023-06-02 16:33:59.782425 +00:00,24,568,LE-01838,2023-06-01 02:54:43.221550 +00:00,1,1,F,2023-06-02 16:33:59.725648 +00:00,3
3922,5180,5199,9,19,2023-06-02 16:33:04.620583 +00:00,24,598,LE-01839,2023-06-01 02:54:43.228976 +00:00,1,1,F,2023-06-02 16:33:04.557068 +00:00,3
3923,6653,6688,25,35,2023-06-02 16:09:19.560275 +00:00,24,597,LE-01840,2023-06-01 02:54:43.236330 +00:00,1,1,F,2023-06-02 16:09:19.497438 +00:00,3
3924,2735,2743,0,8,2023-06-02 16:08:28.178288 +00:00,24,587,LE-01841,2023-06-01 02:54:43.243737 +00:00,1,1,F,2023-06-02 16:08:28.111958 +00:00,3
3925,848,860,2,12,2023-06-02 16:07:52.406138 +00:00,24,600,LE-01842,2023-06-01 02:54:43.251122 +00:00,1,1,F,2023-06-02 16:07:52.311060 +00:00,3
3926,3690,3708,8,18,2023-06-02 16:06:56.859933 +00:00,24,590,LE-01843,2023-06-01 02:54:43.258469 +00:00,1,1,F,2023-06-02 16:06:56.800458 +00:00,3
3927,542,550,0,8,2023-06-02 13:18:35.997426 +00:00,24,450,LE-01844,2023-06-01 02:54:43.265953 +00:00,1,1,F,2023-06-02 13:18:35.806275 +00:00,3
3928,88,90,0,2,2023-06-02 13:19:15.914609 +00:00,24,593,LE-01845,2023-06-01 02:54:43.273393 +00:00,1,1,F,2023-06-02 13:19:15.838160 +00:00,3
3929,301,321,10,20,2023-06-02 13:20:13.028220 +00:00,24,425,LE-01846,2023-06-01 02:54:43.280788 +00:00,1,1,F,2023-06-02 13:20:12.909529 +00:00,3
3930,721,721,0,0,2023-06-02 16:06:07.953934 +00:00,24,586,LE-01847,2023-06-01 02:54:43.288275 +00:00,1,1,F,2023-06-02 16:06:07.902780 +00:00,3
3931,1813,1813,0,0,2023-06-02 16:05:36.256200 +00:00,24,585,LE-01848,2023-06-01 02:54:43.295765 +00:00,1,1,F,2023-06-02 16:05:36.200760 +00:00,3
3932,2843,2844,0,1,2023-06-02 16:04:03.732826 +00:00,24,659,LE-01849,2023-06-01 02:54:43.303335 +00:00,1,1,F,2023-06-02 16:04:03.619092 +00:00,3
3933,471,474,0,3,2023-06-02 16:02:58.364074 +00:00,24,691,LE-01850,2023-06-01 02:54:43.310194 +00:00,1,1,F,2023-06-02 16:02:58.284017 +00:00,3
3934,1451,1463,2,12,2023-06-02 16:02:08.145978 +00:00,24,660,LE-01851,2023-06-01 02:54:43.317538 +00:00,1,1,F,2023-06-02 16:02:08.083932 +00:00,3
3935,3679,3683,0,4,2023-06-02 16:00:45.632662 +00:00,24,658,LE-01852,2023-06-01 02:54:43.324820 +00:00,1,1,F,2023-06-02 16:00:45.569203 +00:00,3
3936,1180,1187,0,7,2023-06-01 21:28:05.805503 +00:00,24,508,LE-01853,2023-06-01 02:54:43.332115 +00:00,1,1,F,2023-06-01 21:28:05.737522 +00:00,3
3937,4462,4480,8,18,2023-06-01 21:26:28.164515 +00:00,24,512,LE-01854,2023-06-01 02:54:43.339529 +00:00,1,1,F,2023-06-01 21:26:28.112816 +00:00,3
3938,3686,3700,4,14,2023-06-01 21:25:12.559173 +00:00,24,678,LE-01855,2023-06-01 02:54:43.348934 +00:00,1,1,F,2023-06-01 21:25:12.477966 +00:00,3
3939,4109,4114,0,5,2023-06-01 21:23:07.729694 +00:00,24,546,LE-01856,2023-06-01 02:54:43.356490 +00:00,1,1,F,2023-06-01 21:23:07.664352 +00:00,3
3940,2314,2325,1,11,2023-06-01 21:21:43.557943 +00:00,24,686,LE-01857,2023-06-01 02:54:43.364287 +00:00,1,1,F,2023-06-01 21:21:43.490535 +00:00,3
3941,34,36,0,2,2023-06-01 21:20:51.261587 +00:00,24,424,LE-01858,2023-06-01 02:54:43.372018 +00:00,1,1,F,2023-06-01 21:20:51.198639 +00:00,3
3942,3249,3270,11,21,2023-06-01 21:15:29.667561 +00:00,24,685,LE-01859,2023-06-01 02:54:43.379538 +00:00,1,1,F,2023-06-01 21:15:29.608483 +00:00,3
3943,4111,4123,2,12,2023-06-01 21:18:02.965490 +00:00,24,547,LE-01860,2023-06-01 02:54:43.387010 +00:00,1,1,F,2023-06-01 21:18:02.774974 +00:00,3
3944,897,908,1,11,2023-06-01 21:17:04.970617 +00:00,24,548,LE-01861,2023-06-01 02:54:43.394403 +00:00,1,1,F,2023-06-01 21:17:04.897598 +00:00,3
3945,986,991,0,5,2023-06-01 21:13:57.560960 +00:00,24,498,LE-01862,2023-06-01 02:54:43.401725 +00:00,1,1,F,2023-06-01 21:13:57.506421 +00:00,3
3946,290,293,0,3,2023-06-01 21:11:55.755874 +00:00,24,403,LE-01863,2023-06-01 02:54:43.408543 +00:00,1,1,F,2023-06-01 21:11:55.705936 +00:00,3
3947,27,27,0,0,2023-06-01 21:10:25.116496 +00:00,24,467,LE-01864,2023-06-01 02:54:43.415827 +00:00,1,1,F,2023-06-01 21:10:25.039485 +00:00,3
3948,1299,1302,0,3,2023-06-01 21:11:05.429174 +00:00,24,495,LE-01865,2023-06-01 02:54:43.423114 +00:00,1,1,F,2023-06-01 21:11:05.299508 +00:00,3
3949,132,132,0,0,2023-06-01 21:09:49.141526 +00:00,24,400,LE-01866,2023-06-01 02:54:43.430509 +00:00,1,1,F,2023-06-01 21:09:49.092229 +00:00,3
3950,51,54,0,3,2023-06-01 21:09:15.161199 +00:00,24,408,LE-01867,2023-06-01 02:54:43.437920 +00:00,1,1,F,2023-06-01 21:09:15.055616 +00:00,3
3951,1230,1249,9,19,2023-06-01 21:08:40.986292 +00:00,24,388,LE-01868,2023-06-01 02:54:43.445320 +00:00,1,1,F,2023-06-01 21:08:40.894559 +00:00,3
